3768318,3769692,1374,0,80096,1,238,76,127,2.71
3770847,3772220,1373,0,80096,1,238,72,127,2.71
3773368,3774744,1376,0,80096,1,238,80,127,2.70
3775892,3777267,1375,0,80096,1,238,82,128,2.70
3778407,3779786,1379,0,80096,1,238,76,128,2.70
3780939,3782314,1375,0,80096,1,238,74,128,2.70
3783464,3784839,1376,0,80096,1,238,82,128,2.70
3785966,3787335,1369,0,80096,1,238,81,128,2.72
3788484,3789858,1374,0,80096,1,238,77,127,2.71
3790999,3792379,1380,0,80032,1,238,80,127,2.69
3793522,3794899,1377,0,80032,1,238,76,128,2.70
3796027,3797410,1383,0,80032,1,238,74,127,2.69
3798563,3799938,1375,0,80032,1,238,81,127,2.70
3801075,3802458,1383,0,80032,1,238,83,127,2.69
3803594,3804976,1382,0,80032,1,238,85,127,2.69
3806115,3807498,1383,0,80032,1,238,85,127,2.69
3808640,3810020,1380,0,80016,1,238,78,128,2.69
3811169,3812550,1381,0,80016,1,238,82,127,2.69
3813699,3815082,1383,0,80016,1,238,72,128,2.69
3816239,3817620,1382,0,80016,1,238,69,128,2.69
3818755,3820138,1383,0,80016,1,238,79,128,2.69
3821289,3822670,1381,0,80016,1,238,86,128,2.69
3823857,3825237,1380,0,80016,1,238,80,128,2.69
3826367,3827748,1381,0,80016,1,238,84,128,2.69
3828893,3830274,1381,0,80000,1,238,91,128,2.69
3831416,3832791,1375,0,80016,1,238,81,128,2.70
3833927,3835307,1380,0,80016,1,238,84,128,2.69
3836453,3837829,1376,0,80016,1,238,85,128,2.70
3838956,3840335,1379,0,80016,1,238,75,128,2.70
3841476,3842858,1382,0,80016,1,238,81,128,2.69
3843985,3845366,1381,0,80016,1,238,83,128,2.69
3846506,3847889,1383,0,80016,1,238,80,128,2.69
3849017,3850399,1382,0,80016,1,238,84,128,2.69
3851537,3852918,1381,0,80016,1,238,79,128,2.69
3854073,3855449,1376,0,80016,1,238,81,128,2.70
3856577,3857958,1381,0,80016,1,238,83,128,2.69
3859095,3860477,1382,0,80016,1,238,81,128,2.69
3873737,3875110,1373,1,80016,1,238,85,128,2.71
3876266,3877636,1370,0,80016,1,238,77,127,2.71
3878788,3880168,1380,0,80016,1,238,75,128,2.69
